date,command,MAP,date_error,data_error,tape,file,phy_record,log_record
1969-11-19T14:30:59.381000Z,9,1,-,-,1,1,3,17
1969-11-19T14:31:17.493000Z,9,1,-,-,1,1,3,47
1969-11-19T14:33:19.451000Z,5,1,-,-,1,1,4,79
1969-11-19T14:35:46.163000Z,3,1,-,-,1,1,5,52
1969-11-19T14:36:29.030000Z,3,1,-,-,1,1,5,23
1969-11-19T15:38:55.920000Z,12,1,-,-,1,1,28,49
1969-11-19T15:40:19.237000Z,14,1,-,-,1,1,29,17
1969-11-19T15:43:48.136000Z,6,1,-,-,1,1,30,93
1969-11-19T15:52:08.054000Z,14,1,-,-,1,1,34,20
1969-11-19T16:19:03.088000Z,6,1,-,-,1,1,43,65
1969-11-19T16:20:09.501000Z,14,1,-,-,1,1,44,05
1969-11-19T16:21:55.157000Z,7,1,-,-,1,1,45,10
1969-11-19T16:24:54.471000Z,14,1,-,-,1,1,46,37
1969-11-19T16:30:30.157000Z,7,1,-,-,1,1,48,49
1969-11-19T16:33:04.113000Z,11,1,-,-,1,1,49,34
1969-11-19T16:33:36.112000Z,15,1,-,-,1,1,49,87
1969-11-19T16:36:19.125000Z,7,1,-,-,1,1,50,87
1969-11-19T16:37:33.990000Z,15,1,-,-,1,1,50,11
1969-11-19T16:49:31.247000Z,7,1,-,-,1,1,55,49
1969-11-19T16:51:18.714000Z,15,1,-,-,1,1,55,27
1969-11-19T16:52:02.184000Z,10,1,-,-,1,1,56,29
1969-11-19T16:54:32.518000Z,6,1,-,-,1,1,57,8
1969-11-19T16:56:26.627000Z,15,1,-,-,1,1,57,97
1969-11-19T17:03:29.253000Z,6,1,-,-,1,1,60,87
1969-11-19T17:05:33.022000Z,7,1,-,-,1,1,61,22
1969-11-19T17:06:22.530000Z,7,1,-,-,1,1,61,04
1969-11-19T17:07:14.452000Z,10,1,-,-,1,1,61,90
1969-11-19T17:07:40.413000Z,15,1,-,-,1,1,61,33
1969-11-19T17:10:05.314000Z,8,1,-,-,1,1,62,03
1969-11-19T17:19:34.651000Z,15,1,-,-,1,1,66,66
1969-11-19T17:30:35.155000Z,8,1,-,-,1,1,70,80
1969-11-19T17:31:45.190000Z,13,1,-,-,1,1,70,96
1969-11-19T17:32:49.187000Z,12,1,-,-,1,1,71,32
1969-11-19T17:33:04.281000Z,12,1,-,-,1,1,71,57
1969-11-19T17:33:19.375000Z,12,1,-,-,1,1,71,82
1969-11-19T17:34:04.053000Z,11,1,-,-,1,1,71,56
1969-11-19T17:35:59.973000Z,4,1,-,-,1,1,72,78
1969-11-19T17:42:53.542000Z,1,1,-,-,1,1,74,23
1969-11-19T17:43:27.352000Z,2,1,-,-,1,1,75,9
1969-11-19T17:44:40.406000Z,3,1,-,-,1,1,75,30
1969-11-19T17:46:23.044000Z,3,1,-,-,1,1,76,30
1969-11-19T17:57:32.604000Z,4,1,-,-,1,1,80,59
1969-11-19T18:04:18.325000Z,1,1,-,-,1,1,82,91
1969-11-19T21:02:47.061000Z,6,0,-,-,1,1,148,77
1969-11-19T22:53:33.160000Z,13,1,-,-,1,1,189,15
1969-11-19T22:54:28.102000Z,7,1,-,-,1,1,189,06
1969-11-19T22:54:57.686000Z,7,1,-,-,1,1,189,55
1969-11-19T22:55:38.137000Z,13,1,-,-,1,1,189,22
1969-11-20T01:24:43.327000Z,7,1,-,-,1,1,244,58
1969-11-20T01:25:11.100000Z,7,1,-,-,1,1,244,04
1969-11-20T01:25:47.928000Z,8,1,-,-,1,1,244,65
1969-11-20T01:26:53.134000Z,8,1,-,-,1,1,245,03
1969-11-20T01:27:43.245000Z,13,1,-,-,1,1,245,86
1969-11-20T01:28:43.016000Z,3,1,-,-,1,1,246,15
1969-11-20T01:30:43.163000Z,4,1,-,-,1,1,246,14
1969-11-20T01:36:53.262000Z,4,1,-,-,1,1,249,17
1969-11-20T03:38:27.787000Z,4,1,-,-,1,1,293,11
1969-11-20T03:42:17.816000Z,13,1,-,-,1,1,295,50
1969-11-20T03:43:33.285000Z,7,1,-,-,1,1,295,75
1969-11-20T03:44:02.266000Z,7,1,-,-,1,1,295,23
1969-11-20T03:45:08.075000Z,8,1,-,-,1,1,296,62
1969-11-20T03:45:48.526000Z,13,1,-,-,1,1,296,29
1969-11-20T03:50:17.799000Z,4,1,-,-,1,1,298,35
1969-11-20T04:24:17.877000Z,5,1,-,-,1,1,310,74
1969-11-20T04:24:28.140000Z,5,1,-,-,1,1,310,91
1969-11-20T04:26:12.589000Z,5,1,-,-,1,1,311,92
1969-11-20T04:27:52.812000Z,5,1,-,-,1,1,311,54
1969-11-20T04:28:03.076000Z,5,1,-,-,1,1,312,1
1969-11-20T05:21:03.038000Z,5,1,-,-,1,1,331,84
1969-11-20T05:21:17.528000Z,5,1,-,-,1,1,331,08
1969-11-20T05:21:32.622000Z,5,1,-,-,1,1,331,33
1969-11-20T07:54:58.035000Z,13,1,-,-,1,1,388,90
1969-11-20T07:56:02.636000Z,6,1,-,-,1,1,388,97
1969-11-20T07:56:32.824000Z,6,1,-,-,1,1,388,47
1969-11-20T07:58:48.065000Z,7,1,-,-,1,1,389,01
1969-11-20T07:59:38.176000Z,8,1,-,-,1,1,390,14
1969-11-20T08:00:08.364000Z,8,1,-,-,1,1,390,64
1969-11-20T08:00:33.118000Z,13,1,-,-,1,1,390,05
1969-11-20T08:02:32.661000Z,3,1,-,-,1,1,391,33
1969-11-20T08:07:42.989000Z,4,1,-,-,1,1,393,7
1969-11-20T08:23:27.863000Z,3,1,-,-,1,1,398,22
1969-11-20T08:27:48.080000Z,4,1,-,-,1,1,400,13
1969-11-20T10:53:55.159000Z,13,1,-,-,1,1,447,59
1969-11-20T10:54:33.194000Z,8,1,-,-,1,1,447,22
1969-11-20T10:55:52.889000Z,8,1,-,-,1,1,447,54
1969-11-20T10:56:36.360000Z,7,1,-,-,1,1,448,56
1969-11-20T10:57:14.390000Z,7,1,-,-,1,1,448,19
1969-11-20T10:58:15.979000Z,13,1,-,-,1,1,448,21
1969-11-20T13:24:30.313000Z,3,1,-,-,1,1,502,03
1969-11-20T13:45:01.963000Z,13,1,-,-,1,1,509,53
1969-11-20T13:45:53.278000Z,8,1,-,-,1,1,510,68
1969-11-20T13:46:40.983000Z,8,1,-,-,1,1,510,47
1969-11-20T13:47:32.902000Z,7,1,-,-,1,1,510,33
1969-11-20T13:48:47.160000Z,7,1,-,-,1,1,511,86
1969-11-20T13:49:22.187000Z,6,1,-,-,1,1,511,43
1969-11-20T13:49:48.147000Z,6,1,-,-,1,1,511,86
1969-11-20T13:50:09.880000Z,13,1,-,-,1,1,511,22
1969-11-20T13:53:13.424000Z,1,1,-,-,1,1,512,16
1969-11-20T13:53:27.913000Z,1,1,-,-,1,1,512,40
1969-11-20T13:53:59.304000Z,2,1,-,-,1,1,513,22
1969-11-20T13:54:14.999000Z,2,1,-,-,1,1,513,48
1969-11-20T13:54:30.093000Z,2,1,-,-,1,1,513,73
