date,command,MAP,date_error,data_error,tape,file,phy_record,log_record
1972-04-21T20:43:13.805000Z,9,1,-,-,1,1,9,49
1972-04-21T20:43:43.388000Z,9,1,-,-,1,1,9,98
1972-04-21T20:45:49.566000Z,3,1,-,-,1,1,10,37
1972-04-21T20:46:54.165000Z,3,1,-,-,1,1,10,44
1972-04-21T20:49:08.796000Z,14,1,-,-,1,1,11,97
1972-04-21T20:50:58.674000Z,12,1,-,-,1,1,12,09
1972-04-21T20:52:38.892000Z,6,1,-,-,1,1,13,5
1972-04-21T20:57:08.757000Z,14,1,-,-,1,1,14,82
1972-04-21T20:59:59.008000Z,5,1,-,-,1,1,15,94
1972-04-21T21:01:18.700000Z,6,1,-,-,1,1,16,56
1972-04-21T21:02:03.376000Z,6,1,-,-,1,1,16,30
1972-04-21T21:04:24.043000Z,6,1,-,-,1,1,17,93
1972-04-21T21:04:58.456000Z,14,1,-,-,1,1,17,50
1972-04-21T21:05:23.812000Z,7,1,-,-,1,1,17,92
1972-04-21T21:13:53.357000Z,14,1,-,-,1,1,20,26
1972-04-21T21:15:03.389000Z,7,1,-,-,1,1,21,72
1972-04-21T21:15:58.932000Z,7,1,-,-,1,1,21,64
1972-04-21T21:36:28.721000Z,7,1,-,-,1,1,29,41
1972-04-21T21:37:39.356000Z,11,1,-,-,1,1,29,58
1972-04-21T21:37:58.675000Z,15,1,-,-,1,1,29,90
1972-04-21T21:38:33.692000Z,7,1,-,-,1,1,29,48
1972-04-21T21:38:56.633000Z,15,1,-,-,1,1,30,16
1972-04-21T21:40:33.229000Z,6,1,-,-,1,1,30,76
1972-04-21T21:40:43.493000Z,6,1,-,-,1,1,30,93
1972-04-21T21:43:48.233000Z,11,1,-,-,1,1,31,29
1972-04-21T21:52:13.551000Z,7,1,-,-,1,1,34,56
1972-04-21T21:53:18.753000Z,11,1,-,-,1,1,35,94
1972-04-21T21:54:39.049000Z,15,1,-,-,1,1,35,27
1972-04-21T21:54:53.538000Z,8,1,-,-,1,1,35,51
1972-04-21T22:01:58.561000Z,8,1,-,-,1,1,38,45
1972-04-21T22:02:28.143000Z,10,1,-,-,1,1,38,94
1972-04-21T22:03:33.346000Z,8,1,-,-,1,1,39,32
1972-04-21T22:03:47.232000Z,8,1,-,-,1,1,39,55
1972-04-21T22:04:33.115000Z,15,1,-,-,1,1,39,31
1972-04-21T22:04:48.208000Z,8,1,-,-,1,1,39,56
1972-04-21T22:05:13.564000Z,11,1,-,-,1,1,39,98
1972-04-21T22:08:00.796000Z,8,1,-,-,1,1,40,05
1972-04-21T22:09:03.584000Z,13,1,-,-,1,1,41,39
1972-04-21T22:12:53.604000Z,4,1,-,-,1,1,42,50
1972-04-21T22:13:43.109000Z,4,1,-,-,1,1,42,32
1972-04-21T22:14:18.728000Z,5,1,-,-,1,1,43,21
1972-04-21T22:16:13.437000Z,1,1,-,-,1,1,43,11
1972-04-21T22:18:13.578000Z,2,1,-,-,1,1,44,40
1972-04-21T22:33:48.145000Z,12,1,-,-,1,1,50,68
1972-04-21T22:33:58.408000Z,12,1,-,-,1,1,50,85
1972-04-21T22:34:08.672000Z,12,1,-,-,1,1,50,02
1972-04-21T22:37:58.691000Z,1,1,-,-,1,1,51,13
1972-04-21T22:47:31.627000Z,5,1,-,-,1,1,55,82
1972-04-21T22:55:08.647000Z,2,1,-,-,1,1,58,29
1972-04-21T22:55:23.740000Z,2,1,-,-,1,1,58,54
1972-04-21T22:56:48.262000Z,1,1,-,-,1,1,58,94
1972-04-21T22:57:13.618000Z,1,1,-,-,1,1,58,36
1972-04-21T22:57:23.278000Z,2,1,-,-,1,1,58,52
1972-04-21T23:09:03.600000Z,1,1,-,-,1,1,63,62
1972-04-21T23:09:23.523000Z,2,1,-,-,1,1,63,95
1972-04-22T00:50:33.383000Z,8,1,-,-,1,1,100,55
1972-04-22T00:51:30.737000Z,8,1,-,-,1,1,100,50
1972-04-22T00:51:45.830000Z,13,1,-,-,1,1,101,5
1972-04-22T00:52:05.149000Z,8,1,-,-,1,1,101,37
1972-04-22T00:53:41.745000Z,8,1,-,-,1,1,101,97
1972-04-22T00:53:58.649000Z,13,1,-,-,1,1,101,25
1972-04-22T01:42:10.498000Z,13,1,-,-,1,1,119,55
1972-04-22T02:02:03.461000Z,10,1,-,-,1,1,126,41
1972-04-22T02:02:23.384000Z,15,1,-,-,1,1,127,4
1972-04-22T02:03:53.339000Z,8,1,-,-,1,1,127,53
1972-04-22T02:03:57.565000Z,8,1,-,-,1,1,127,60
1972-04-22T02:04:18.092000Z,15,1,-,-,1,1,127,94
1972-04-22T03:58:13.489000Z,13,1,-,-,1,1,169,56
1972-04-22T04:01:03.740000Z,1,1,-,-,1,1,170,68
1972-04-22T04:02:28.262000Z,2,1,-,-,1,1,171,38
1972-04-22T04:21:33.532000Z,13,1,-,-,1,1,178,43
1972-04-22T04:22:23.641000Z,15,1,-,-,1,1,178,26
1972-04-22T04:23:48.163000Z,8,1,-,-,1,1,178,66
1972-04-22T04:23:53.597000Z,8,1,-,-,1,1,179,5
1972-04-22T04:24:03.860000Z,15,1,-,-,1,1,179,22
1972-04-22T04:26:08.831000Z,8,1,-,-,1,1,179,29
1972-04-22T04:28:13.199000Z,8,1,-,-,1,1,180,65
1972-04-22T04:28:19.236000Z,8,1,-,-,1,1,180,75
1972-04-22T04:29:36.513000Z,13,1,-,-,1,1,181,33
