date,command,MAP,date_error,data_error,tape,file,phy_record,log_record
1976-03-01T14:03:13.851000Z,4,1,-,-,1,3,620,58
1976-03-01T14:03:23.511000Z,3,1,-,-,1,3,622,18
1976-03-01T14:04:13.622000Z,4,1,-,-,1,3,629,13
1976-03-01T14:04:23.282000Z,3,1,-,-,1,3,630,33
1976-03-01T14:08:33.236000Z,13,1,-,-,1,3,664,53
1976-03-01T14:09:03.424000Z,7,1,-,-,1,3,669,3
1976-03-01T14:09:23.348000Z,13,1,-,-,1,3,671,48
1976-03-03T15:51:16.603000Z,4,1,-,-,1,7,788,23
1976-03-03T15:51:25.659000Z,3,1,-,-,1,7,789,38
1976-03-03T15:52:13.356000Z,4,1,-,-,1,7,796,13
1976-03-03T15:52:23.620000Z,3,1,-,-,1,7,797,38
1976-03-05T07:58:26.353000Z,12,1,*,*,1,10,828,38
1976-03-05T07:58:42.654000Z,8,1,*,*,1,10,831,3
1976-03-05T07:58:55.937000Z,1,1,*,*,1,10,832,53
1976-03-05T07:59:33.973000Z,1,0,*,*,1,10,838,8
1976-03-05T07:59:41.218000Z,13,1,*,*,1,10,839,8
1976-03-05T11:15:15.312000Z,9,1,-,*,1,10,527,23
1976-03-05T11:15:30.163000Z,12,1,-,*,1,10,529,23
1976-03-05T11:15:31.370000Z,12,0,-,*,1,10,529,33
1976-03-05T11:15:36.200000Z,12,0,-,*,1,10,530,13
1976-03-05T11:15:41.634000Z,10,1,-,*,1,10,530,58
1976-03-05T11:15:44.049000Z,11,1,-,*,1,10,531,18
1976-03-05T11:15:50.086000Z,12,0,-,*,1,10,532,8
1976-03-05T11:15:51.294000Z,12,1,-,*,1,10,532,18
1976-03-05T11:30:10.677000Z,8,0,-,*,1,10,650,48
1976-03-05T11:30:32.412000Z,11,0,-,*,1,10,653,48
1976-03-05T11:30:36.035000Z,2,0,-,*,1,10,654,18
1976-03-05T11:30:37.242000Z,1,0,-,*,1,10,654,28
1976-03-05T11:30:45.694000Z,5,1,-,*,1,10,655,38
1976-03-05T11:31:00.788000Z,13,0,-,*,1,10,657,43
1976-03-05T11:31:09.240000Z,6,1,-,*,1,10,658,53
1976-03-05T11:31:12.863000Z,10,0,-,*,1,10,659,23
1976-03-05T11:31:25.540000Z,12,0,-,*,1,10,661,8
1976-03-05T11:31:59.352000Z,4,0,-,*,1,10,665,48
1976-03-05T11:32:00.559000Z,5,0,-,*,1,10,665,58
1976-03-05T11:32:08.408000Z,10,0,-,*,1,10,667,3
1976-03-05T11:32:14.445000Z,15,1,-,*,1,10,667,53
1976-03-05T11:32:28.934000Z,1,0,-,*,1,10,669,53
1976-03-05T14:47:13.364000Z,4,1,-,-,1,11,198,18
1976-03-05T14:47:23.024000Z,3,1,-,-,1,11,199,38
1976-03-05T14:48:13.739000Z,4,1,-,-,1,11,206,38
1976-03-05T14:48:23.399000Z,3,1,-,-,1,11,207,53
1976-03-07T14:42:20.337000Z,4,1,-,-,1,14,392,3
1976-03-07T14:42:29.394000Z,3,1,-,-,1,14,393,18
1976-03-07T14:43:19.505000Z,4,1,-,-,1,14,400,13
1976-03-07T14:43:29.769000Z,3,1,-,-,1,14,401,38
1976-03-07T14:45:44.404000Z,13,1,-,-,1,14,420,13
1976-03-07T14:45:54.064000Z,7,1,-,-,1,14,421,33
1976-03-07T14:46:04.328000Z,7,1,-,-,1,14,422,58
1976-03-07T14:46:19.422000Z,15,1,-,-,1,14,425,3
1976-03-07T14:46:41.157000Z,7,1,-,-,1,14,428,3
1976-03-07T14:46:44.175000Z,7,1,-,-,1,14,428,28
1976-03-07T14:46:47.194000Z,15,1,-,-,1,14,428,53
1976-03-07T14:49:13.905000Z,13,1,-,-,1,14,449,8
1976-03-08T00:01:37.354000Z,12,1,*,*,1,15,627,43
