t1,t2,station,channel,location
1973-11-26T00:00:00.290000Z,1973-11-27T00:00:04.497547Z,S14,SHZ,
1973-11-26T00:00:00.304000Z,1973-11-27T00:00:00.756830Z,S15,MHZ,00
1973-11-26T00:00:00.266000Z,1973-11-27T00:00:00.718830Z,S15,MH1,00
1973-11-26T00:00:00.285000Z,1973-11-27T00:00:00.737830Z,S15,MH2,00
1973-11-26T00:00:00.200000Z,1973-11-27T00:00:00.784906Z,S15,SHZ,
1973-11-26T00:00:00.526000Z,1973-11-27T00:00:03.393925Z,S16,MHZ,00
1973-11-26T00:00:00.488000Z,1973-11-27T00:00:03.355925Z,S16,MH1,00
1973-11-26T00:00:00.507000Z,1973-11-27T00:00:03.374925Z,S16,MH2,00
1973-11-26T00:00:00.422000Z,1973-11-27T00:00:03.422000Z,S16,SHZ,
1973-11-27T00:00:00.276000Z,1973-11-27T23:59:59.521283Z,S12,MHZ,00
1973-11-27T00:00:00.238000Z,1973-11-27T23:59:59.483283Z,S12,MH1,00
1973-11-27T00:00:00.257000Z,1973-11-27T23:59:59.502283Z,S12,MH2,00
1973-11-27T00:00:00.325000Z,1973-11-28T00:00:04.400472Z,S14,MH1,00
1973-11-27T00:00:00.344000Z,1973-11-28T00:00:04.419472Z,S14,MH2,00
1973-11-27T00:00:00.259000Z,1973-11-28T00:00:04.466547Z,S14,SHZ,
1973-11-27T00:00:00.703000Z,1973-11-28T00:00:00.552057Z,S15,MHZ,00
1973-11-27T00:00:00.665000Z,1973-11-28T00:00:00.514057Z,S15,MH1,00
1973-11-27T00:00:00.684000Z,1973-11-28T00:00:00.533057Z,S15,MH2,00
1973-11-27T00:00:00.599000Z,1973-11-28T00:00:00.580132Z,S15,SHZ,
1973-11-27T00:00:00.282000Z,1973-11-28T00:00:03.753698Z,S16,MHZ,00
1973-11-27T00:00:00.244000Z,1973-11-28T00:00:03.715698Z,S16,MH1,00
1973-11-27T00:00:00.263000Z,1973-11-28T00:00:03.734698Z,S16,MH2,00
1973-11-27T00:00:00.178000Z,1973-11-28T00:00:03.781774Z,S16,SHZ,
1973-11-28T00:00:00.514000Z,1973-11-28T23:33:54.778151Z,S12,MHZ,00
1973-11-28T00:00:00.476000Z,1973-11-28T23:33:54.740151Z,S12,MH1,00
1973-11-28T00:00:00.495000Z,1973-11-28T23:33:54.759151Z,S12,MH2,00
1973-11-28T00:00:00.188000Z,1973-11-29T00:00:04.263472Z,S14,MH1,00
1973-11-28T00:00:00.207000Z,1973-11-29T00:00:04.282472Z,S14,MH2,00
1973-11-28T00:00:00.122000Z,1973-11-29T00:00:04.329547Z,S14,SHZ,
1973-11-28T00:00:00.403000Z,1973-11-29T00:00:00.252057Z,S15,MHZ,00
1973-11-28T00:00:00.365000Z,1973-11-29T00:00:00.214057Z,S15,MH1,00
1973-11-28T00:00:00.384000Z,1973-11-29T00:00:00.233057Z,S15,MH2,00
1973-11-28T00:00:00.299000Z,1973-11-29T00:00:00.280132Z,S15,SHZ,
1973-11-28T00:00:00.629000Z,1973-11-29T00:00:03.496925Z,S16,MHZ,00
1973-11-28T00:00:00.591000Z,1973-11-29T00:00:03.458925Z,S16,MH1,00
1973-11-28T00:00:00.610000Z,1973-11-29T00:00:03.477925Z,S16,MH2,00
1973-11-28T00:00:00.525000Z,1973-11-29T00:00:03.525000Z,S16,SHZ,
1973-11-29T00:20:51.354335Z,1973-11-29T23:59:59.580750Z,S12,MHZ,00
1973-11-29T00:20:51.316335Z,1973-11-29T23:59:59.542750Z,S12,MH1,00
1973-11-29T00:20:51.335335Z,1973-11-29T23:59:59.561750Z,S12,MH2,00
1973-11-29T00:00:00.242000Z,1973-11-30T00:00:04.317472Z,S14,MH1,00
1973-11-29T00:00:00.261000Z,1973-11-30T00:00:04.336472Z,S14,MH2,00
1973-11-29T00:00:00.176000Z,1973-11-30T00:00:04.383547Z,S14,SHZ,
1973-11-29T00:00:00.307000Z,1973-11-30T00:00:00.156057Z,S15,MHZ,00
1973-11-29T00:00:00.269000Z,1973-11-30T00:00:00.118057Z,S15,MH1,00
1973-11-29T00:00:00.288000Z,1973-11-30T00:00:00.137057Z,S15,MH2,00
1973-11-29T00:00:00.203000Z,1973-11-30T00:00:00.184132Z,S15,SHZ,
1973-11-29T00:00:00.366000Z,1973-11-30T00:00:03.837698Z,S16,MHZ,00
1973-11-29T00:00:00.328000Z,1973-11-30T00:00:03.799698Z,S16,MH1,00
1973-11-29T00:00:00.347000Z,1973-11-30T00:00:03.818698Z,S16,MH2,00
1973-11-29T00:00:00.262000Z,1973-11-30T00:00:03.865774Z,S16,SHZ,
1973-11-30T00:00:00.694000Z,1973-11-30T23:59:59.335509Z,S12,MHZ,00
1973-11-30T00:00:00.656000Z,1973-11-30T23:59:59.297509Z,S12,MH1,00
1973-11-30T00:00:00.675000Z,1973-11-30T23:59:59.316509Z,S12,MH2,00
1973-11-30T00:00:00.195000Z,1973-12-01T00:00:04.270472Z,S14,MH1,00
1973-11-30T00:00:00.214000Z,1973-12-01T00:00:04.289472Z,S14,MH2,00
1973-11-30T00:00:00.129000Z,1973-12-01T00:00:04.336547Z,S14,SHZ,
1973-11-30T00:00:00.121000Z,1973-12-01T00:00:00.573830Z,S15,MHZ,00
1973-11-30T00:00:00.083000Z,1973-12-01T00:00:00.535830Z,S15,MH1,00
1973-11-30T00:00:00.102000Z,1973-12-01T00:00:00.554830Z,S15,MH2,00
1973-11-30T00:00:00.017000Z,1973-12-01T00:00:00.601906Z,S15,SHZ,
1973-11-30T00:00:00.702000Z,1973-12-01T00:00:03.569925Z,S16,MHZ,00
1973-11-30T00:00:00.664000Z,1973-12-01T00:00:03.531925Z,S16,MH1,00
1973-11-30T00:00:00.683000Z,1973-12-01T00:00:03.550925Z,S16,MH2,00
1973-11-30T00:00:00.598000Z,1973-12-01T00:00:03.598000Z,S16,SHZ,
1973-12-01T00:00:00.445000Z,1973-12-01T23:59:59.086509Z,S12,MHZ,00
1973-12-01T00:00:00.407000Z,1973-12-01T23:59:59.048509Z,S12,MH1,00
1973-12-01T00:00:00.426000Z,1973-12-01T23:59:59.067509Z,S12,MH2,00
1973-12-01T00:00:00.143000Z,1973-12-02T00:00:04.218472Z,S14,MH1,00
1973-12-01T00:00:00.162000Z,1973-12-02T00:00:04.237472Z,S14,MH2,00
1973-12-01T00:00:00.077000Z,1973-12-02T00:00:04.284547Z,S14,SHZ,
1973-12-01T00:00:00.551000Z,1973-12-02T00:00:00.400057Z,S15,MHZ,00
1973-12-01T00:00:00.513000Z,1973-12-02T00:00:00.362057Z,S15,MH1,00
1973-12-01T00:00:00.532000Z,1973-12-02T00:00:00.381057Z,S15,MH2,00
1973-12-01T00:00:00.447000Z,1973-12-02T00:00:00.428132Z,S15,SHZ,
1973-12-01T00:00:00.433000Z,1973-12-02T00:00:03.904698Z,S16,MHZ,00
1973-12-01T00:00:00.395000Z,1973-12-02T00:00:03.866698Z,S16,MH1,00
1973-12-01T00:00:00.414000Z,1973-12-02T00:00:03.885698Z,S16,MH2,00
1973-12-01T00:00:00.329000Z,1973-12-02T00:00:03.932774Z,S16,SHZ,
1973-12-02T00:00:00.220000Z,1973-12-02T23:59:59.465283Z,S12,MHZ,00
1973-12-02T00:00:00.182000Z,1973-12-02T23:59:59.427283Z,S12,MH1,00
1973-12-02T00:00:00.201000Z,1973-12-02T23:59:59.446283Z,S12,MH2,00
1973-12-02T00:00:00.104000Z,1973-12-03T00:00:04.783245Z,S14,MH1,00
1973-12-02T00:00:00.123000Z,1973-12-03T00:00:04.802245Z,S14,MH2,00
1973-12-02T00:00:00.038000Z,1973-12-03T00:00:04.849321Z,S14,SHZ,
1973-12-02T00:00:00.390000Z,1973-12-03T00:00:00.239057Z,S15,MHZ,00
1973-12-02T00:00:00.352000Z,1973-12-03T00:00:00.201057Z,S15,MH1,00
1973-12-02T00:00:00.371000Z,1973-12-03T00:00:00.220057Z,S15,MH2,00
1973-12-02T00:00:00.286000Z,1973-12-03T00:00:00.267132Z,S15,SHZ,
1973-12-02T00:00:00.226000Z,1973-12-03T00:00:04.905245Z,S16,MHZ,00
1973-12-02T00:00:00.188000Z,1973-12-03T00:00:04.867245Z,S16,MH1,00
1973-12-02T00:00:00.207000Z,1973-12-03T00:00:04.886245Z,S16,MH2,00
1973-12-02T00:00:00.122000Z,1973-12-03T00:00:04.933321Z,S16,SHZ,
1973-12-03T00:00:00.588000Z,1973-12-03T23:59:59.229509Z,S12,MHZ,00
1973-12-03T00:00:00.550000Z,1973-12-03T23:59:59.191509Z,S12,MH1,00
1973-12-03T00:00:00.569000Z,1973-12-03T23:59:59.210509Z,S12,MH2,00
1973-12-03T00:00:00.669000Z,1973-12-04T00:00:04.744472Z,S14,MH1,00
1973-12-03T00:00:00.688000Z,1973-12-04T00:00:04.763472Z,S14,MH2,00
1973-12-03T00:00:00.603000Z,1973-12-04T00:00:04.810547Z,S14,SHZ,
1973-12-03T00:00:00.206000Z,1973-12-04T00:00:03.677698Z,S15,MHZ,00
1973-12-03T00:00:00.168000Z,1973-12-04T00:00:03.639698Z,S15,MH1,00
1973-12-03T00:00:00.187000Z,1973-12-04T00:00:03.658698Z,S15,MH2,00
1973-12-03T00:00:00.102000Z,1973-12-04T00:00:03.705774Z,S15,SHZ,
1973-12-03T00:00:00.687000Z,1973-12-04T00:00:04.762472Z,S16,MHZ,00
1973-12-03T00:00:00.649000Z,1973-12-04T00:00:04.724472Z,S16,MH1,00
1973-12-03T00:00:00.668000Z,1973-12-04T00:00:04.743472Z,S16,MH2,00
1973-12-03T00:00:00.583000Z,1973-12-04T00:00:04.790547Z,S16,SHZ,
1973-12-04T00:00:00.352000Z,1973-12-05T00:00:00.201057Z,S12,MHZ,00
1973-12-04T00:00:00.314000Z,1973-12-05T00:00:00.163057Z,S12,MH1,00
1973-12-04T00:00:00.333000Z,1973-12-05T00:00:00.182057Z,S12,MH2,00
1973-12-04T00:00:00.619000Z,1973-12-05T00:00:05.298245Z,S14,MH1,00
1973-12-04T00:00:00.638000Z,1973-12-05T00:00:05.317245Z,S14,MH2,00
1973-12-04T00:00:00.553000Z,1973-12-05T00:00:05.364321Z,S14,SHZ,
1973-12-04T00:00:00.247000Z,1973-12-05T00:00:04.926245Z,S15,MHZ,00
1973-12-04T00:00:00.209000Z,1973-12-05T00:00:04.888245Z,S15,MH1,00
1973-12-04T00:00:00.228000Z,1973-12-05T00:00:04.907245Z,S15,MH2,00
1973-12-04T00:00:00.143000Z,1973-12-05T00:00:04.954321Z,S15,SHZ,
1973-12-04T00:00:00.116000Z,1973-12-04T23:59:48.493358Z,S16,MHZ,00
1973-12-04T00:00:00.078000Z,1973-12-04T23:59:48.455358Z,S16,MH1,00
1973-12-04T00:00:00.097000Z,1973-12-04T23:59:48.474358Z,S16,MH2,00
1973-12-04T00:00:00.012000Z,1973-12-04T23:59:48.521434Z,S16,SHZ,
1973-12-05T00:00:00.487000Z,1973-12-06T00:00:02.147377Z,S12,MHZ,00
1973-12-05T00:00:00.449000Z,1973-12-06T00:00:02.109377Z,S12,MH1,00
1973-12-05T00:00:00.468000Z,1973-12-06T00:00:02.128377Z,S12,MH2,00
1973-12-05T00:00:00.170000Z,1973-12-06T00:00:06.660566Z,S14,MH1,00
1973-12-05T00:00:00.189000Z,1973-12-06T00:00:06.679566Z,S14,MH2,00
1973-12-05T00:00:00.104000Z,1973-12-06T00:00:06.726642Z,S14,SHZ,
1973-12-05T00:00:00.417000Z,1973-12-06T00:00:05.096245Z,S15,MHZ,00
1973-12-05T00:00:00.379000Z,1973-12-06T00:00:05.058245Z,S15,MH1,00
1973-12-05T00:00:00.398000Z,1973-12-06T00:00:05.077245Z,S15,MH2,00
1973-12-05T00:00:00.313000Z,1973-12-06T00:00:05.124321Z,S15,SHZ,
1973-12-05T00:00:00.133000Z,1973-12-06T00:00:04.812245Z,S16,MHZ,00
1973-12-05T00:00:00.095000Z,1973-12-06T00:00:04.774245Z,S16,MH1,00
1973-12-05T00:00:00.114000Z,1973-12-06T00:00:04.793245Z,S16,MH2,00
1973-12-05T00:00:00.029000Z,1973-12-06T00:00:04.840321Z,S16,SHZ,
1973-12-06T00:00:00.414000Z,1973-12-07T00:00:02.678151Z,S12,MHZ,00
1973-12-06T00:00:00.376000Z,1973-12-07T00:00:02.640151Z,S12,MH1,00
1973-12-06T00:00:00.395000Z,1973-12-07T00:00:02.659151Z,S12,MH2,00
1973-12-06T00:00:00.252000Z,1973-12-07T00:00:06.742566Z,S14,MH1,00
1973-12-06T00:00:00.271000Z,1973-12-07T00:00:06.761566Z,S14,MH2,00
1973-12-06T00:00:00.186000Z,1973-12-07T00:00:06.808642Z,S14,SHZ,
1973-12-06T00:00:00.336000Z,1973-12-07T00:00:05.015245Z,S15,MHZ,00
1973-12-06T00:00:00.298000Z,1973-12-07T00:00:04.977245Z,S15,MH1,00
1973-12-06T00:00:00.317000Z,1973-12-07T00:00:04.996245Z,S15,MH2,00
1973-12-06T00:00:00.232000Z,1973-12-07T00:00:05.043321Z,S15,SHZ,
1973-12-06T00:00:00.349000Z,1973-12-07T00:00:04.424472Z,S16,MHZ,00
1973-12-06T00:00:00.311000Z,1973-12-07T00:00:04.386472Z,S16,MH1,00
1973-12-06T00:00:00.330000Z,1973-12-07T00:00:04.405472Z,S16,MH2,00
1973-12-06T00:00:00.245000Z,1973-12-07T00:00:04.452547Z,S16,SHZ,
1973-12-07T00:00:00.419000Z,1973-12-08T00:00:02.683151Z,S12,MHZ,00
1973-12-07T00:00:00.381000Z,1973-12-08T00:00:02.645151Z,S12,MH1,00
1973-12-07T00:00:00.400000Z,1973-12-08T00:00:02.664151Z,S12,MH2,00
1973-12-07T00:00:00.406000Z,1973-12-08T00:00:06.292792Z,S14,MH1,00
1973-12-07T00:00:00.425000Z,1973-12-08T00:00:06.311792Z,S14,MH2,00
1973-12-07T00:00:00.340000Z,1973-12-08T00:00:06.358868Z,S14,SHZ,
1973-12-07T00:00:00.169000Z,1973-12-08T00:00:05.452019Z,S15,MHZ,00
1973-12-07T00:00:00.131000Z,1973-12-08T00:00:05.414019Z,S15,MH1,00
1973-12-07T00:00:00.150000Z,1973-12-08T00:00:05.433019Z,S15,MH2,00
1973-12-07T00:00:00.065000Z,1973-12-08T00:00:05.480094Z,S15,SHZ,
1973-12-07T00:00:00.133000Z,1973-12-08T00:00:04.812245Z,S16,MHZ,00
1973-12-07T00:00:00.095000Z,1973-12-08T00:00:04.774245Z,S16,MH1,00
1973-12-07T00:00:00.114000Z,1973-12-08T00:00:04.793245Z,S16,MH2,00
1973-12-07T00:00:00.029000Z,1973-12-08T00:00:04.840321Z,S16,SHZ,
1973-12-08T00:00:00.231000Z,1973-12-09T00:00:03.098925Z,S12,MHZ,00
1973-12-08T00:00:00.193000Z,1973-12-09T00:00:03.060925Z,S12,MH1,00
1973-12-08T00:00:00.212000Z,1973-12-09T00:00:03.079925Z,S12,MH2,00
1973-12-08T00:00:00.210000Z,1973-12-09T00:00:06.096792Z,S14,MH1,00
1973-12-08T00:00:00.229000Z,1973-12-09T00:00:06.115792Z,S14,MH2,00
1973-12-08T00:00:00.144000Z,1973-12-09T00:00:06.162868Z,S14,SHZ,
1973-12-08T00:00:00.585000Z,1973-12-09T00:00:05.264245Z,S15,MHZ,00
1973-12-08T00:00:00.547000Z,1973-12-09T00:00:05.226245Z,S15,MH1,00
1973-12-08T00:00:00.566000Z,1973-12-09T00:00:05.245245Z,S15,MH2,00
1973-12-08T00:00:00.481000Z,1973-12-09T00:00:05.292321Z,S15,SHZ,
1973-12-08T00:00:00.638000Z,1973-12-09T00:00:04.713472Z,S16,MHZ,00
1973-12-08T00:00:00.600000Z,1973-12-09T00:00:04.675472Z,S16,MH1,00
1973-12-08T00:00:00.619000Z,1973-12-09T00:00:04.694472Z,S16,MH2,00
1973-12-08T00:00:00.534000Z,1973-12-09T00:00:04.741547Z,S16,SHZ,
1973-12-09T00:00:00.556000Z,1973-12-10T00:00:02.820151Z,S12,MHZ,00
1973-12-09T00:00:00.518000Z,1973-12-10T00:00:02.782151Z,S12,MH1,00
1973-12-09T00:00:00.537000Z,1973-12-10T00:00:02.801151Z,S12,MH2,00
1973-12-09T00:00:00.352000Z,1973-12-10T00:00:05.635019Z,S14,MH1,00
1973-12-09T00:00:00.371000Z,1973-12-10T00:00:05.654019Z,S14,MH2,00
1973-12-09T00:00:00.286000Z,1973-12-10T00:00:05.701094Z,S14,SHZ,
1973-12-09T00:00:00.432000Z,1973-12-10T00:00:05.111245Z,S15,MHZ,00
1973-12-09T00:00:00.394000Z,1973-12-10T00:00:05.073245Z,S15,MH1,00
1973-12-09T00:00:00.413000Z,1973-12-10T00:00:05.092245Z,S15,MH2,00
1973-12-09T00:00:00.328000Z,1973-12-10T00:00:05.139321Z,S15,SHZ,
1973-12-09T00:00:00.609000Z,1973-12-10T00:00:04.684472Z,S16,MHZ,00
1973-12-09T00:00:00.571000Z,1973-12-10T00:00:04.646472Z,S16,MH1,00
1973-12-09T00:00:00.590000Z,1973-12-10T00:00:04.665472Z,S16,MH2,00
1973-12-09T00:00:00.505000Z,1973-12-10T00:00:04.712547Z,S16,SHZ,
1973-12-10T00:00:00.272000Z,1973-12-11T00:00:03.139925Z,S12,MHZ,00
1973-12-10T00:00:00.234000Z,1973-12-11T00:00:03.101925Z,S12,MH1,00
1973-12-10T00:00:00.253000Z,1973-12-11T00:00:03.120925Z,S12,MH2,00
1973-12-10T00:00:00.153000Z,1973-12-11T00:00:06.039792Z,S14,MH1,00
1973-12-10T00:00:00.172000Z,1973-12-11T00:00:06.058792Z,S14,MH2,00
1973-12-10T00:00:00.087000Z,1973-12-11T00:00:06.105868Z,S14,SHZ,
1973-12-10T00:00:00.306000Z,1973-12-11T00:00:04.985245Z,S15,MHZ,00
1973-12-10T00:00:00.268000Z,1973-12-11T00:00:04.947245Z,S15,MH1,00
1973-12-10T00:00:00.287000Z,1973-12-11T00:00:04.966245Z,S15,MH2,00
1973-12-10T00:00:00.202000Z,1973-12-11T00:00:05.013321Z,S15,SHZ,
1973-12-10T00:00:00.573000Z,1973-12-11T00:00:04.648472Z,S16,MHZ,00
1973-12-10T00:00:00.535000Z,1973-12-11T00:00:04.610472Z,S16,MH1,00
1973-12-10T00:00:00.554000Z,1973-12-11T00:00:04.629472Z,S16,MH2,00
1973-12-10T00:00:00.469000Z,1973-12-11T00:00:04.676547Z,S16,SHZ,
1973-12-11T00:00:00.632000Z,1973-12-12T00:00:02.896151Z,S12,MHZ,00
1973-12-11T00:00:00.594000Z,1973-12-12T00:00:02.858151Z,S12,MH1,00
1973-12-11T00:00:00.613000Z,1973-12-12T00:00:02.877151Z,S12,MH2,00
1973-12-11T00:00:00.591000Z,1973-12-12T00:00:05.874019Z,S14,MH1,00
1973-12-11T00:00:00.610000Z,1973-12-12T00:00:05.893019Z,S14,MH2,00
1973-12-11T00:00:00.525000Z,1973-12-12T00:00:05.940094Z,S14,SHZ,
1973-12-11T00:00:00.200000Z,1973-12-12T00:00:05.483019Z,S15,MHZ,00
1973-12-11T00:00:00.162000Z,1973-12-12T00:00:05.445019Z,S15,MH1,00
1973-12-11T00:00:00.181000Z,1973-12-12T00:00:05.464019Z,S15,MH2,00
1973-12-11T00:00:00.096000Z,1973-12-12T00:00:05.511094Z,S15,SHZ,
1973-12-11T00:00:00.436000Z,1973-12-12T00:00:04.511472Z,S16,MHZ,00
1973-12-11T00:00:00.398000Z,1973-12-12T00:00:04.473472Z,S16,MH1,00
1973-12-11T00:00:00.417000Z,1973-12-12T00:00:04.492472Z,S16,MH2,00
1973-12-11T00:00:00.332000Z,1973-12-12T00:00:04.539547Z,S16,SHZ,
1973-12-12T00:00:00.334000Z,1973-12-13T00:00:03.201925Z,S12,MHZ,00
1973-12-12T00:00:00.296000Z,1973-12-13T00:00:03.163925Z,S12,MH1,00
1973-12-12T00:00:00.315000Z,1973-12-13T00:00:03.182925Z,S12,MH2,00
1973-12-12T00:00:00.562000Z,1973-12-13T00:00:05.845019Z,S14,MH1,00
1973-12-12T00:00:00.581000Z,1973-12-13T00:00:05.864019Z,S14,MH2,00
1973-12-12T00:00:00.496000Z,1973-12-13T00:00:05.911094Z,S14,SHZ,
1973-12-12T00:00:00.691000Z,1973-12-13T00:00:05.370245Z,S15,MHZ,00
1973-12-12T00:00:00.653000Z,1973-12-13T00:00:05.332245Z,S15,MH1,00
1973-12-12T00:00:00.672000Z,1973-12-13T00:00:05.351245Z,S15,MH2,00
1973-12-12T00:00:00.587000Z,1973-12-13T00:00:05.398321Z,S15,SHZ,
1973-12-12T00:00:00.261000Z,1973-12-13T00:00:04.940245Z,S16,MHZ,00
1973-12-12T00:00:00.223000Z,1973-12-13T00:00:04.902245Z,S16,MH1,00
1973-12-12T00:00:00.242000Z,1973-12-13T00:00:04.921245Z,S16,MH2,00
1973-12-12T00:00:00.157000Z,1973-12-13T00:00:04.968321Z,S16,SHZ,
1973-12-13T00:00:00.674000Z,1973-12-14T00:00:02.938151Z,S12,MHZ,00
1973-12-13T00:00:00.636000Z,1973-12-14T00:00:02.900151Z,S12,MH1,00
1973-12-13T00:00:00.655000Z,1973-12-14T00:00:02.919151Z,S12,MH2,00
1973-12-13T00:00:00.528000Z,1973-12-14T00:00:05.811019Z,S14,MH1,00
1973-12-13T00:00:00.547000Z,1973-12-14T00:00:05.830019Z,S14,MH2,00
1973-12-13T00:00:00.462000Z,1973-12-14T00:00:05.877094Z,S14,SHZ,
1973-12-13T00:00:00.582000Z,1973-12-14T00:00:05.261245Z,S15,MHZ,00
1973-12-13T00:00:00.544000Z,1973-12-14T00:00:05.223245Z,S15,MH1,00
1973-12-13T00:00:00.563000Z,1973-12-14T00:00:05.242245Z,S15,MH2,00
1973-12-13T00:00:00.478000Z,1973-12-14T00:00:05.289321Z,S15,SHZ,
1973-12-13T00:00:00.588000Z,1973-12-14T00:00:04.663472Z,S16,MHZ,00
1973-12-13T00:00:00.550000Z,1973-12-14T00:00:04.625472Z,S16,MH1,00
1973-12-13T00:00:00.569000Z,1973-12-14T00:00:04.644472Z,S16,MH2,00
1973-12-13T00:00:00.484000Z,1973-12-14T00:00:04.691547Z,S16,SHZ,
1973-12-14T00:00:00.408000Z,1973-12-15T00:00:02.672151Z,S12,MHZ,00
1973-12-14T00:00:00.370000Z,1973-12-15T00:00:02.634151Z,S12,MH1,00
1973-12-14T00:00:00.389000Z,1973-12-15T00:00:02.653151Z,S12,MH2,00
1973-12-14T00:00:00.318000Z,1973-12-15T00:00:06.204792Z,S14,MH1,00
1973-12-14T00:00:00.337000Z,1973-12-15T00:00:06.223792Z,S14,MH2,00
1973-12-14T00:00:00.252000Z,1973-12-15T00:00:06.270868Z,S14,SHZ,
1973-12-14T00:00:00.419000Z,1973-12-15T00:00:05.098245Z,S15,MHZ,00
1973-12-14T00:00:00.381000Z,1973-12-15T00:00:05.060245Z,S15,MH1,00
1973-12-14T00:00:00.400000Z,1973-12-15T00:00:05.079245Z,S15,MH2,00
1973-12-14T00:00:00.315000Z,1973-12-15T00:00:05.126321Z,S15,SHZ,
1973-12-14T00:00:00.166000Z,1973-12-15T00:00:04.845245Z,S16,MHZ,00
1973-12-14T00:00:00.128000Z,1973-12-15T00:00:04.807245Z,S16,MH1,00
1973-12-14T00:00:00.147000Z,1973-12-15T00:00:04.826245Z,S16,MH2,00
1973-12-14T00:00:00.062000Z,1973-12-15T00:00:04.873321Z,S16,SHZ,
1973-12-15T00:00:00.169000Z,1973-12-16T00:00:03.036925Z,S12,MHZ,00
1973-12-15T00:00:00.131000Z,1973-12-16T00:00:02.998925Z,S12,MH1,00
1973-12-15T00:00:00.150000Z,1973-12-16T00:00:03.017925Z,S12,MH2,00
1973-12-15T00:00:00.483000Z,1973-12-16T00:00:06.369792Z,S14,MH1,00
1973-12-15T00:00:00.502000Z,1973-12-16T00:00:06.388792Z,S14,MH2,00
1973-12-15T00:00:00.417000Z,1973-12-16T00:00:06.435868Z,S14,SHZ,
1973-12-15T00:00:00.374000Z,1973-12-16T00:00:05.053245Z,S15,MHZ,00
1973-12-15T00:00:00.336000Z,1973-12-16T00:00:05.015245Z,S15,MH1,00
1973-12-15T00:00:00.355000Z,1973-12-16T00:00:05.034245Z,S15,MH2,00
1973-12-15T00:00:00.270000Z,1973-12-16T00:00:05.081321Z,S15,SHZ,
1973-12-15T00:00:00.480000Z,1973-12-16T00:00:04.555472Z,S16,MHZ,00
1973-12-15T00:00:00.442000Z,1973-12-16T00:00:04.517472Z,S16,MH1,00
1973-12-15T00:00:00.461000Z,1973-12-16T00:00:04.536472Z,S16,MH2,00
1973-12-15T00:00:00.376000Z,1973-12-16T00:00:04.583547Z,S16,SHZ,
1973-12-16T00:00:00.580000Z,1973-12-17T00:00:02.844151Z,S12,MHZ,00
1973-12-16T00:00:00.542000Z,1973-12-17T00:00:02.806151Z,S12,MH1,00
1973-12-16T00:00:00.561000Z,1973-12-17T00:00:02.825151Z,S12,MH2,00
1973-12-16T00:00:00.389000Z,1973-12-17T00:00:06.275792Z,S14,MH1,00
1973-12-16T00:00:00.408000Z,1973-12-17T00:00:06.294792Z,S14,MH2,00
1973-12-16T00:00:00.323000Z,1973-12-17T00:00:06.341868Z,S14,SHZ,
1973-12-16T00:00:00.529000Z,1973-12-17T00:00:04.000698Z,S15,MHZ,00
1973-12-16T00:00:00.491000Z,1973-12-17T00:00:03.962698Z,S15,MH1,00
1973-12-16T00:00:00.510000Z,1973-12-17T00:00:03.981698Z,S15,MH2,00
1973-12-16T00:00:00.425000Z,1973-12-17T00:00:04.028774Z,S15,SHZ,
1973-12-16T00:00:00.537000Z,1973-12-17T00:00:04.008698Z,S16,MHZ,00
1973-12-16T00:00:00.499000Z,1973-12-17T00:00:03.970698Z,S16,MH1,00
1973-12-16T00:00:00.518000Z,1973-12-17T00:00:03.989698Z,S16,MH2,00
1973-12-16T00:00:00.433000Z,1973-12-17T00:00:04.036774Z,S16,SHZ,
1973-12-17T00:00:00.572000Z,1973-12-18T00:00:02.232377Z,S12,MHZ,00
1973-12-17T00:00:00.534000Z,1973-12-18T00:00:02.194377Z,S12,MH1,00
1973-12-17T00:00:00.553000Z,1973-12-18T00:00:02.213377Z,S12,MH2,00
1973-12-17T00:00:00.138000Z,1973-12-18T00:00:06.628566Z,S14,MH1,00
1973-12-17T00:00:00.157000Z,1973-12-18T00:00:06.647566Z,S14,MH2,00
1973-12-17T00:00:00.072000Z,1973-12-18T00:00:06.694642Z,S14,SHZ,
1973-12-17T00:00:00.717000Z,1973-12-18T00:00:01.773604Z,S15,MHZ,00
1973-12-17T00:00:00.679000Z,1973-12-18T00:00:01.735604Z,S15,MH1,00
1973-12-17T00:00:00.698000Z,1973-12-18T00:00:01.754604Z,S15,MH2,00
1973-12-17T00:00:00.613000Z,1973-12-18T00:00:01.801679Z,S15,SHZ,
1973-12-17T00:00:00.498000Z,1973-12-18T00:00:03.365925Z,S16,MHZ,00
1973-12-17T00:00:00.460000Z,1973-12-18T00:00:03.327925Z,S16,MH1,00
1973-12-17T00:00:00.479000Z,1973-12-18T00:00:03.346925Z,S16,MH2,00
1973-12-17T00:00:00.394000Z,1973-12-18T00:00:03.394000Z,S16,SHZ,
1973-12-18T00:00:00.330000Z,1973-12-19T00:00:01.990377Z,S12,MHZ,00
1973-12-18T00:00:00.292000Z,1973-12-19T00:00:01.952377Z,S12,MH1,00
1973-12-18T00:00:00.311000Z,1973-12-19T00:00:01.971377Z,S12,MH2,00
1973-12-18T00:00:00.442000Z,1973-12-19T00:00:06.328792Z,S14,MH1,00
1973-12-18T00:00:00.461000Z,1973-12-19T00:00:06.347792Z,S14,MH2,00
1973-12-18T00:00:00.376000Z,1973-12-19T00:00:06.394868Z,S14,SHZ,
