t1,t2,station,channel,location
1969-07-21T07:03:35.592176Z,1969-07-21T23:59:59.592176Z,S11,MHZ,00
1969-07-21T07:03:35.554176Z,1969-07-21T23:59:59.554176Z,S11,MH1,00
1969-07-21T07:03:35.573176Z,1969-07-21T23:59:59.573176Z,S11,MH2,00
1969-07-21T07:03:35.488176Z,1969-07-21T23:59:59.620251Z,S11,SHZ,
1969-07-22T00:00:00.152000Z,1969-07-22T23:59:58.944453Z,S11,MHZ,00
1969-07-22T00:00:00.114000Z,1969-07-22T23:59:58.906453Z,S11,MH1,00
1969-07-22T00:00:00.133000Z,1969-07-22T23:59:58.925453Z,S11,MH2,00
1969-07-22T00:00:00.048000Z,1969-07-22T23:59:58.840453Z,S11,SHZ,
1969-07-23T00:00:00.329499Z,1969-07-23T23:58:29.612518Z,S11,MHZ,00
1969-07-23T00:00:00.291499Z,1969-07-23T23:58:29.574518Z,S11,MH1,00
1969-07-23T00:00:00.310499Z,1969-07-23T23:58:29.593518Z,S11,MH2,00
1969-07-23T00:00:00.225499Z,1969-07-23T23:58:29.640593Z,S11,SHZ,
1969-07-24T00:03:46.025130Z,1969-07-24T23:59:55.232677Z,S11,MHZ,00
1969-07-24T00:03:45.987130Z,1969-07-24T23:59:55.194677Z,S11,MH1,00
1969-07-24T00:03:46.006130Z,1969-07-24T23:59:55.213677Z,S11,MH2,00
1969-07-24T00:03:45.921130Z,1969-07-24T23:59:55.260753Z,S11,SHZ,
1969-07-25T00:00:00.552000Z,1969-07-25T23:59:54.363321Z,S11,MHZ,00
1969-07-25T00:00:00.514000Z,1969-07-25T23:59:54.325321Z,S11,MH1,00
1969-07-25T00:00:00.533000Z,1969-07-25T23:59:54.344321Z,S11,MH2,00
1969-07-25T00:00:00.448000Z,1969-07-25T23:59:54.391396Z,S11,SHZ,
1969-07-26T00:00:00.467000Z,1969-07-26T23:59:53.674547Z,S11,MHZ,00
1969-07-26T00:00:00.429000Z,1969-07-26T23:59:53.636547Z,S11,MH1,00
1969-07-26T00:00:00.448000Z,1969-07-26T23:59:53.655547Z,S11,MH2,00
1969-07-26T00:00:00.363000Z,1969-07-26T23:59:53.702623Z,S11,SHZ,
1969-07-27T00:00:00.148000Z,1969-07-27T23:59:53.959321Z,S11,MHZ,00
1969-07-27T00:00:00.110000Z,1969-07-27T23:59:53.921321Z,S11,MH1,00
1969-07-27T00:00:00.129000Z,1969-07-27T23:59:53.940321Z,S11,MH2,00
1969-07-27T00:00:00.044000Z,1969-07-27T23:59:53.987396Z,S11,SHZ,
1969-07-28T00:00:00.380000Z,1969-07-28T23:59:54.191321Z,S11,MHZ,00
1969-07-28T00:00:00.342000Z,1969-07-28T23:59:54.153321Z,S11,MH1,00
1969-07-28T00:00:00.361000Z,1969-07-28T23:59:54.172321Z,S11,MH2,00
1969-07-28T00:00:00.276000Z,1969-07-28T23:59:54.219396Z,S11,SHZ,
1969-07-29T00:00:00.389000Z,1969-07-29T23:59:54.804094Z,S11,MHZ,00
1969-07-29T00:00:00.351000Z,1969-07-29T23:59:54.766094Z,S11,MH1,00
1969-07-29T00:00:00.370000Z,1969-07-29T23:59:54.785094Z,S11,MH2,00
1969-07-29T00:00:00.285000Z,1969-07-29T23:59:54.832170Z,S11,SHZ,
1969-07-30T00:00:00.241000Z,1969-07-30T23:59:56.014585Z,S11,MHZ,00
1969-07-30T00:00:00.203000Z,1969-07-30T23:59:55.976585Z,S11,MH1,00
1969-07-30T00:00:00.222000Z,1969-07-30T23:59:55.995585Z,S11,MH2,00
1969-07-30T00:00:00.137000Z,1969-07-30T23:59:55.910585Z,S11,SHZ,
1969-07-31T00:00:00.148835Z,1969-07-31T23:45:32.979024Z,S11,MHZ,00
1969-07-31T00:00:00.110835Z,1969-07-31T23:45:32.941024Z,S11,MH1,00
1969-07-31T00:00:00.129835Z,1969-07-31T23:45:32.960024Z,S11,MH2,00
1969-07-31T00:00:00.044835Z,1969-07-31T23:45:33.007099Z,S11,SHZ,
1969-08-01T16:27:29.592195Z,1969-08-01T23:59:58.724270Z,S11,MHZ,00
1969-08-01T16:27:29.554195Z,1969-08-01T23:59:58.686270Z,S11,MH1,00
1969-08-01T16:27:29.573195Z,1969-08-01T23:59:58.705270Z,S11,MH2,00
1969-08-01T16:27:29.488195Z,1969-08-01T23:59:58.752346Z,S11,SHZ,
1969-08-02T00:00:00.226000Z,1969-08-03T00:00:00.678830Z,S11,MHZ,00
1969-08-02T00:00:00.188000Z,1969-08-03T00:00:00.640830Z,S11,MH1,00
1969-08-02T00:00:00.207000Z,1969-08-03T00:00:00.659830Z,S11,MH2,00
1969-08-02T00:00:00.122000Z,1969-08-03T00:00:00.706906Z,S11,SHZ,
1969-08-03T00:00:00.375000Z,1969-08-03T11:58:51.393868Z,S11,MHZ,00
1969-08-03T00:00:00.337000Z,1969-08-03T11:58:51.355868Z,S11,MH1,00
1969-08-03T00:00:00.356000Z,1969-08-03T11:58:51.374868Z,S11,MH2,00
1969-08-03T00:00:00.271000Z,1969-08-03T11:58:51.421943Z,S11,SHZ,
1969-08-19T12:08:37.065303Z,1969-08-20T00:00:01.291718Z,S11,MHZ,00
1969-08-19T12:08:37.027303Z,1969-08-20T00:00:01.253718Z,S11,MH1,00
1969-08-19T12:08:37.046303Z,1969-08-20T00:00:01.272718Z,S11,MH2,00
1969-08-19T12:08:36.961303Z,1969-08-20T00:00:01.319794Z,S11,SHZ,
1969-08-20T00:00:00.179000Z,1969-08-20T23:59:58.820509Z,S11,MHZ,00
1969-08-20T00:00:00.141000Z,1969-08-20T23:59:58.782509Z,S11,MH1,00
1969-08-20T00:00:00.160000Z,1969-08-20T23:59:58.801509Z,S11,MH2,00
1969-08-20T00:00:00.075000Z,1969-08-20T23:59:58.848585Z,S11,SHZ,
1969-08-21T00:00:00.256000Z,1969-08-21T23:59:54.218264Z,S11,MHZ,00
1969-08-21T00:00:00.218000Z,1969-08-21T23:59:54.180264Z,S11,MH1,00
1969-08-21T00:00:00.237000Z,1969-08-21T23:59:54.199264Z,S11,MH2,00
1969-08-21T00:00:00.152000Z,1969-08-21T23:59:54.114264Z,S11,SHZ,
1969-08-22T00:00:00.602000Z,1969-08-22T23:59:55.620868Z,S11,MHZ,00
1969-08-22T00:00:00.564000Z,1969-08-22T23:59:55.582868Z,S11,MH1,00
1969-08-22T00:00:00.583000Z,1969-08-22T23:59:55.601868Z,S11,MH2,00
1969-08-22T00:00:00.498000Z,1969-08-22T23:59:55.648943Z,S11,SHZ,
1969-08-23T00:00:00.369000Z,1969-08-24T00:00:24.972774Z,S11,MHZ,00
1969-08-23T00:00:00.331000Z,1969-08-24T00:00:24.934774Z,S11,MH1,00
1969-08-23T00:00:00.350000Z,1969-08-24T00:00:24.953774Z,S11,MH2,00
1969-08-23T00:00:00.265000Z,1969-08-24T00:00:25.000849Z,S11,SHZ,
1969-08-24T00:00:00.479000Z,1969-08-24T23:59:54.441264Z,S11,MHZ,00
1969-08-24T00:00:00.441000Z,1969-08-24T23:59:54.403264Z,S11,MH1,00
1969-08-24T00:00:00.460000Z,1969-08-24T23:59:54.422264Z,S11,MH2,00
1969-08-24T00:00:00.375000Z,1969-08-24T23:59:54.337264Z,S11,SHZ,
1969-08-25T00:00:00.692678Z,1969-08-25T23:59:53.900225Z,S11,MHZ,00
1969-08-25T00:00:00.654678Z,1969-08-25T23:59:53.862225Z,S11,MH1,00
1969-08-25T00:00:00.673678Z,1969-08-25T23:59:53.881225Z,S11,MH2,00
1969-08-25T00:00:00.588678Z,1969-08-25T23:59:53.928301Z,S11,SHZ,
1969-08-26T00:00:00.137000Z,1969-08-26T02:29:58.627566Z,S11,MHZ,00
1969-08-26T00:00:00.099000Z,1969-08-26T02:29:58.589566Z,S11,MH1,00
1969-08-26T00:00:00.118000Z,1969-08-26T02:29:58.608566Z,S11,MH2,00
1969-08-26T00:00:00.033000Z,1969-08-26T02:29:58.655642Z,S11,SHZ,
1969-11-19T14:23:24.835876Z,1969-11-20T00:00:03.326442Z,S12,MHZ,00
1969-11-19T14:23:24.797876Z,1969-11-20T00:00:03.288442Z,S12,MH1,00
1969-11-19T14:23:24.816876Z,1969-11-20T00:00:03.307442Z,S12,MH2,00
1969-11-20T00:00:00.460000Z,1969-11-21T00:00:03.327925Z,S12,MHZ,00
1969-11-20T00:00:00.422000Z,1969-11-21T00:00:03.289925Z,S12,MH1,00
1969-11-20T00:00:00.441000Z,1969-11-21T00:00:03.308925Z,S12,MH2,00
1969-11-21T00:00:00.432000Z,1969-11-22T00:00:02.696151Z,S12,MHZ,00
1969-11-21T00:00:00.394000Z,1969-11-22T00:00:02.658151Z,S12,MH1,00
1969-11-21T00:00:00.413000Z,1969-11-22T00:00:02.677151Z,S12,MH2,00
1969-11-22T00:00:00.365000Z,1969-11-23T00:00:02.025377Z,S12,MHZ,00
1969-11-22T00:00:00.327000Z,1969-11-23T00:00:01.987377Z,S12,MH1,00
1969-11-22T00:00:00.346000Z,1969-11-23T00:00:02.006377Z,S12,MH2,00
1969-11-23T00:00:00.320000Z,1969-11-24T00:00:01.980377Z,S12,MHZ,00
1969-11-23T00:00:00.282000Z,1969-11-24T00:00:01.942377Z,S12,MH1,00
1969-11-23T00:00:00.301000Z,1969-11-24T00:00:01.961377Z,S12,MH2,00
1969-11-24T00:00:00.540000Z,1969-11-25T00:00:01.596604Z,S12,MHZ,00
1969-11-24T00:00:00.502000Z,1969-11-25T00:00:01.558604Z,S12,MH1,00
1969-11-24T00:00:00.521000Z,1969-11-25T00:00:01.577604Z,S12,MH2,00
1969-11-25T00:00:00.348000Z,1969-11-25T20:00:38.838566Z,S12,MHZ,00
1969-11-25T00:00:00.310000Z,1969-11-25T20:00:38.800566Z,S12,MH1,00
1969-11-25T00:00:00.329000Z,1969-11-25T20:00:38.819566Z,S12,MH2,00
1969-11-26T02:02:35.387676Z,1969-11-27T00:00:01.878242Z,S12,MHZ,00
1969-11-26T02:02:35.349676Z,1969-11-27T00:00:01.840242Z,S12,MH1,00
1969-11-26T02:02:35.368676Z,1969-11-27T00:00:01.859242Z,S12,MH2,00
1969-11-27T00:00:00.677000Z,1969-11-28T00:00:01.733604Z,S12,MHZ,00
1969-11-27T00:00:00.639000Z,1969-11-28T00:00:01.695604Z,S12,MH1,00
1969-11-27T00:00:00.658000Z,1969-11-28T00:00:01.714604Z,S12,MH2,00
1969-11-28T00:00:00.578000Z,1969-11-29T00:00:01.634604Z,S12,MHZ,00
1969-11-28T00:00:00.540000Z,1969-11-29T00:00:01.596604Z,S12,MH1,00
1969-11-28T00:00:00.559000Z,1969-11-29T00:00:01.615604Z,S12,MH2,00
1969-11-29T00:00:00.568000Z,1969-11-30T00:00:01.624604Z,S12,MHZ,00
1969-11-29T00:00:00.530000Z,1969-11-30T00:00:01.586604Z,S12,MH1,00
1969-11-29T00:00:00.549000Z,1969-11-30T00:00:01.605604Z,S12,MH2,00
1969-11-30T00:00:00.358000Z,1969-12-01T00:00:02.018377Z,S12,MHZ,00
1969-11-30T00:00:00.320000Z,1969-12-01T00:00:01.980377Z,S12,MH1,00
1969-11-30T00:00:00.339000Z,1969-12-01T00:00:01.999377Z,S12,MH2,00
1969-12-01T00:00:00.290000Z,1969-12-02T00:00:02.554151Z,S12,MHZ,00
1969-12-01T00:00:00.252000Z,1969-12-02T00:00:02.516151Z,S12,MH1,00
1969-12-01T00:00:00.271000Z,1969-12-02T00:00:02.535151Z,S12,MH2,00
1969-12-02T00:00:00.162000Z,1969-12-03T00:00:03.029925Z,S12,MHZ,00
1969-12-02T00:00:00.124000Z,1969-12-03T00:00:02.991925Z,S12,MH1,00
1969-12-02T00:00:00.143000Z,1969-12-03T00:00:03.010925Z,S12,MH2,00
1969-12-03T00:00:00.193000Z,1969-12-04T00:00:03.664698Z,S12,MHZ,00
1969-12-03T00:00:00.155000Z,1969-12-04T00:00:03.626698Z,S12,MH1,00
1969-12-03T00:00:00.174000Z,1969-12-04T00:00:03.645698Z,S12,MH2,00
1969-12-04T00:00:00.516000Z,1969-12-05T00:00:03.383925Z,S12,MHZ,00
1969-12-04T00:00:00.478000Z,1969-12-05T00:00:03.345925Z,S12,MH1,00
1969-12-04T00:00:00.497000Z,1969-12-05T00:00:03.364925Z,S12,MH2,00
1969-12-05T00:00:00.409000Z,1969-12-06T00:00:03.276925Z,S12,MHZ,00
1969-12-05T00:00:00.371000Z,1969-12-06T00:00:03.238925Z,S12,MH1,00
1969-12-05T00:00:00.390000Z,1969-12-06T00:00:03.257925Z,S12,MH2,00
1969-12-06T00:00:00.305000Z,1969-12-07T00:00:03.776698Z,S12,MHZ,00
1969-12-06T00:00:00.267000Z,1969-12-07T00:00:03.738698Z,S12,MH1,00
1969-12-06T00:00:00.286000Z,1969-12-07T00:00:03.757698Z,S12,MH2,00
1969-12-07T00:00:00.383000Z,1969-12-08T00:00:03.854698Z,S12,MHZ,00
1969-12-07T00:00:00.345000Z,1969-12-08T00:00:03.816698Z,S12,MH1,00
1969-12-07T00:00:00.364000Z,1969-12-08T00:00:03.835698Z,S12,MH2,00
1969-12-08T00:00:00.421000Z,1969-12-09T00:00:03.892698Z,S12,MHZ,00
1969-12-08T00:00:00.383000Z,1969-12-09T00:00:03.854698Z,S12,MH1,00
1969-12-08T00:00:00.402000Z,1969-12-09T00:00:03.873698Z,S12,MH2,00
1969-12-09T00:00:00.460000Z,1969-12-10T00:00:03.931698Z,S12,MHZ,00
1969-12-09T00:00:00.422000Z,1969-12-10T00:00:03.893698Z,S12,MH1,00
1969-12-09T00:00:00.441000Z,1969-12-10T00:00:03.912698Z,S12,MH2,00
1969-12-10T00:00:00.505000Z,1969-12-11T00:00:03.976698Z,S12,MHZ,00
1969-12-10T00:00:00.467000Z,1969-12-11T00:00:03.938698Z,S12,MH1,00
1969-12-10T00:00:00.486000Z,1969-12-11T00:00:03.957698Z,S12,MH2,00
1969-12-11T00:00:00.550000Z,1969-12-12T00:00:04.021698Z,S12,MHZ,00
1969-12-11T00:00:00.512000Z,1969-12-12T00:00:03.983698Z,S12,MH1,00
1969-12-11T00:00:00.531000Z,1969-12-12T00:00:04.002698Z,S12,MH2,00
1969-12-12T00:00:00.586000Z,1969-12-13T00:00:04.057698Z,S12,MHZ,00
1969-12-12T00:00:00.548000Z,1969-12-13T00:00:04.019698Z,S12,MH1,00
1969-12-12T00:00:00.567000Z,1969-12-13T00:00:04.038698Z,S12,MH2,00
1969-12-13T00:00:00.630000Z,1969-12-14T00:00:04.101698Z,S12,MHZ,00
1969-12-13T00:00:00.592000Z,1969-12-14T00:00:04.063698Z,S12,MH1,00
1969-12-13T00:00:00.611000Z,1969-12-14T00:00:04.082698Z,S12,MH2,00
1969-12-14T00:00:00.678000Z,1969-12-15T00:00:03.545925Z,S12,MHZ,00
1969-12-14T00:00:00.640000Z,1969-12-15T00:00:03.507925Z,S12,MH1,00
1969-12-14T00:00:00.659000Z,1969-12-15T00:00:03.526925Z,S12,MH2,00
1969-12-15T00:00:00.127000Z,1969-12-16T00:00:03.598698Z,S12,MHZ,00
1969-12-15T00:00:00.089000Z,1969-12-16T00:00:03.560698Z,S12,MH1,00
1969-12-15T00:00:00.108000Z,1969-12-16T00:00:03.579698Z,S12,MH2,00
1969-12-16T00:00:00.178000Z,1969-12-17T00:00:03.649698Z,S12,MHZ,00
1969-12-16T00:00:00.140000Z,1969-12-17T00:00:03.611698Z,S12,MH1,00
1969-12-16T00:00:00.159000Z,1969-12-17T00:00:03.630698Z,S12,MH2,00
1969-12-17T00:00:00.216795Z,1969-12-18T00:00:03.688493Z,S12,MHZ,00
1969-12-17T00:00:00.178795Z,1969-12-18T00:00:03.650493Z,S12,MH1,00
1969-12-17T00:00:00.197795Z,1969-12-18T00:00:03.669493Z,S12,MH2,00
1969-12-18T00:00:00.264000Z,1969-12-19T00:00:03.735698Z,S12,MHZ,00
1969-12-18T00:00:00.226000Z,1969-12-19T00:00:03.697698Z,S12,MH1,00
1969-12-18T00:00:00.245000Z,1969-12-19T00:00:03.716698Z,S12,MH2,00
1969-12-19T00:00:00.335000Z,1969-12-20T00:00:03.806698Z,S12,MHZ,00
1969-12-19T00:00:00.297000Z,1969-12-20T00:00:03.768698Z,S12,MH1,00
1969-12-19T00:00:00.316000Z,1969-12-20T00:00:03.787698Z,S12,MH2,00
1969-12-20T00:00:00.616000Z,1969-12-21T00:00:02.880151Z,S12,MHZ,00
1969-12-20T00:00:00.578000Z,1969-12-21T00:00:02.842151Z,S12,MH1,00
1969-12-20T00:00:00.597000Z,1969-12-21T00:00:02.861151Z,S12,MH2,00
1969-12-21T00:00:00.221000Z,1969-12-22T00:00:02.485151Z,S12,MHZ,00
1969-12-21T00:00:00.183000Z,1969-12-22T00:00:02.447151Z,S12,MH1,00
1969-12-21T00:00:00.202000Z,1969-12-22T00:00:02.466151Z,S12,MH2,00
1969-12-22T00:00:00.483000Z,1969-12-23T00:00:02.143377Z,S12,MHZ,00
1969-12-22T00:00:00.445000Z,1969-12-23T00:00:02.105377Z,S12,MH1,00
1969-12-22T00:00:00.464000Z,1969-12-23T00:00:02.124377Z,S12,MH2,00
1969-12-23T00:00:00.539000Z,1969-12-24T00:00:01.595604Z,S12,MHZ,00
1969-12-23T00:00:00.501000Z,1969-12-24T00:00:01.557604Z,S12,MH1,00
1969-12-23T00:00:00.520000Z,1969-12-24T00:00:01.576604Z,S12,MH2,00
1969-12-24T00:00:00.238000Z,1969-12-25T00:00:01.898377Z,S12,MHZ,00
1969-12-24T00:00:00.200000Z,1969-12-25T00:00:01.860377Z,S12,MH1,00
1969-12-24T00:00:00.219000Z,1969-12-25T00:00:01.879377Z,S12,MH2,00
1969-12-25T00:00:00.672000Z,1969-12-26T00:00:01.728604Z,S12,MHZ,00
1969-12-25T00:00:00.634000Z,1969-12-26T00:00:01.690604Z,S12,MH1,00
1969-12-25T00:00:00.653000Z,1969-12-26T00:00:01.709604Z,S12,MH2,00
1969-12-26T00:00:00.531000Z,1969-12-27T00:00:01.587604Z,S12,MHZ,00
1969-12-26T00:00:00.493000Z,1969-12-27T00:00:01.549604Z,S12,MH1,00
1969-12-26T00:00:00.512000Z,1969-12-27T00:00:01.568604Z,S12,MH2,00
1969-12-27T00:00:00.434000Z,1969-12-28T00:00:01.490604Z,S12,MHZ,00
1969-12-27T00:00:00.396000Z,1969-12-28T00:00:01.452604Z,S12,MH1,00
1969-12-27T00:00:00.415000Z,1969-12-28T00:00:01.471604Z,S12,MH2,00
1969-12-28T00:00:00.383000Z,1969-12-29T00:00:01.439604Z,S12,MHZ,00
1969-12-28T00:00:00.345000Z,1969-12-29T00:00:01.401604Z,S12,MH1,00
1969-12-28T00:00:00.364000Z,1969-12-29T00:00:01.420604Z,S12,MH2,00
1969-12-29T00:00:00.262000Z,1969-12-30T00:00:01.922377Z,S12,MHZ,00
1969-12-29T00:00:00.224000Z,1969-12-30T00:00:01.884377Z,S12,MH1,00
1969-12-29T00:00:00.243000Z,1969-12-30T00:00:01.903377Z,S12,MH2,00
1969-12-30T00:00:00.437000Z,1969-12-31T00:00:02.701151Z,S12,MHZ,00
1969-12-30T00:00:00.399000Z,1969-12-31T00:00:02.663151Z,S12,MH1,00
1969-12-30T00:00:00.418000Z,1969-12-31T00:00:02.682151Z,S12,MH2,00
1969-12-31T00:00:00.666000Z,1970-01-01T00:00:02.930151Z,S12,MHZ,00
1969-12-31T00:00:00.628000Z,1970-01-01T00:00:02.892151Z,S12,MH1,00
1969-12-31T00:00:00.647000Z,1970-01-01T00:00:02.911151Z,S12,MH2,00
1970-01-01T00:00:00.177000Z,1970-01-02T00:00:03.648698Z,S12,MHZ,00
1970-01-01T00:00:00.139000Z,1970-01-02T00:00:03.610698Z,S12,MH1,00
1970-01-01T00:00:00.158000Z,1970-01-02T00:00:03.629698Z,S12,MH2,00
1970-01-02T00:00:00.586000Z,1970-01-03T00:00:04.057698Z,S12,MHZ,00
1970-01-02T00:00:00.548000Z,1970-01-03T00:00:04.019698Z,S12,MH1,00
1970-01-02T00:00:00.567000Z,1970-01-03T00:00:04.038698Z,S12,MH2,00
1970-01-03T00:00:00.659000Z,1970-01-04T00:00:04.130698Z,S12,MHZ,00
1970-01-03T00:00:00.621000Z,1970-01-04T00:00:04.092698Z,S12,MH1,00
1970-01-03T00:00:00.640000Z,1970-01-04T00:00:04.111698Z,S12,MH2,00
1970-01-04T00:00:00.684000Z,1970-01-05T00:00:04.155698Z,S12,MHZ,00
1970-01-04T00:00:00.646000Z,1970-01-05T00:00:04.117698Z,S12,MH1,00
1970-01-04T00:00:00.665000Z,1970-01-05T00:00:04.136698Z,S12,MH2,00
1970-01-05T00:00:00.696000Z,1970-01-06T00:00:04.167698Z,S12,MHZ,00
1970-01-05T00:00:00.658000Z,1970-01-06T00:00:04.129698Z,S12,MH1,00
1970-01-05T00:00:00.677000Z,1970-01-06T00:00:04.148698Z,S12,MH2,00
1970-01-06T00:00:00.713000Z,1970-01-07T00:00:04.184698Z,S12,MHZ,00
1970-01-06T00:00:00.675000Z,1970-01-07T00:00:04.146698Z,S12,MH1,00
1970-01-06T00:00:00.694000Z,1970-01-07T00:00:04.165698Z,S12,MH2,00
1970-01-07T00:00:00.715000Z,1970-01-08T00:00:03.582925Z,S12,MHZ,00
1970-01-07T00:00:00.677000Z,1970-01-08T00:00:03.544925Z,S12,MH1,00
1970-01-07T00:00:00.696000Z,1970-01-08T00:00:03.563925Z,S12,MH2,00
1970-01-08T00:00:00.128000Z,1970-01-09T00:00:03.599698Z,S12,MHZ,00
1970-01-08T00:00:00.090000Z,1970-01-09T00:00:03.561698Z,S12,MH1,00
1970-01-08T00:00:00.109000Z,1970-01-09T00:00:03.580698Z,S12,MH2,00
1970-01-09T00:00:00.126000Z,1970-01-10T00:00:03.748642Z,S12,MHZ,00
1970-01-09T00:00:00.088000Z,1970-01-10T00:00:03.710642Z,S12,MH1,00
1970-01-09T00:00:00.107000Z,1970-01-10T00:00:03.729642Z,S12,MH2,00
1970-01-10T00:00:00.151565Z,1970-01-11T00:00:03.623263Z,S12,MHZ,00
1970-01-10T00:00:00.113565Z,1970-01-11T00:00:03.585263Z,S12,MH1,00
1970-01-10T00:00:00.132565Z,1970-01-11T00:00:03.604263Z,S12,MH2,00
1970-01-11T00:00:00.155000Z,1970-01-12T00:00:03.626698Z,S12,MHZ,00
1970-01-11T00:00:00.117000Z,1970-01-12T00:00:03.588698Z,S12,MH1,00
1970-01-11T00:00:00.136000Z,1970-01-12T00:00:03.607698Z,S12,MH2,00
1970-01-12T00:00:00.169000Z,1970-01-13T00:00:03.640698Z,S12,MHZ,00
1970-01-12T00:00:00.131000Z,1970-01-13T00:00:03.602698Z,S12,MH1,00
1970-01-12T00:00:00.150000Z,1970-01-13T00:00:03.621698Z,S12,MH2,00
1970-01-13T00:00:00.183000Z,1970-01-14T00:00:03.654698Z,S12,MHZ,00
1970-01-13T00:00:00.145000Z,1970-01-14T00:00:03.616698Z,S12,MH1,00
1970-01-13T00:00:00.164000Z,1970-01-14T00:00:03.635698Z,S12,MH2,00
1970-01-14T00:00:00.200000Z,1970-01-15T00:00:03.671698Z,S12,MHZ,00
1970-01-14T00:00:00.162000Z,1970-01-15T00:00:03.633698Z,S12,MH1,00
1970-01-14T00:00:00.181000Z,1970-01-15T00:00:03.652698Z,S12,MH2,00
1970-01-15T00:00:00.209000Z,1970-01-16T00:00:03.680698Z,S12,MHZ,00
1970-01-15T00:00:00.171000Z,1970-01-16T00:00:03.642698Z,S12,MH1,00
1970-01-15T00:00:00.190000Z,1970-01-16T00:00:03.661698Z,S12,MH2,00
1970-01-16T00:00:00.217000Z,1970-01-17T00:00:03.688698Z,S12,MHZ,00
1970-01-16T00:00:00.179000Z,1970-01-17T00:00:03.650698Z,S12,MH1,00
1970-01-16T00:00:00.198000Z,1970-01-17T00:00:03.669698Z,S12,MH2,00
1970-01-17T00:00:00.224000Z,1970-01-18T00:00:03.695698Z,S12,MHZ,00
1970-01-17T00:00:00.186000Z,1970-01-18T00:00:03.657698Z,S12,MH1,00
1970-01-17T00:00:00.205000Z,1970-01-18T00:00:03.676698Z,S12,MH2,00
1970-01-18T00:00:00.315000Z,1970-01-19T00:00:03.786698Z,S12,MHZ,00
1970-01-18T00:00:00.277000Z,1970-01-19T00:00:03.748698Z,S12,MH1,00
1970-01-18T00:00:00.296000Z,1970-01-19T00:00:03.767698Z,S12,MH2,00
1970-01-19T00:00:00.665000Z,1970-01-20T00:00:02.929151Z,S12,MHZ,00
1970-01-19T00:00:00.627000Z,1970-01-20T00:00:02.891151Z,S12,MH1,00
1970-01-19T00:00:00.646000Z,1970-01-20T00:00:02.910151Z,S12,MH2,00
1970-01-20T00:00:00.548000Z,1970-01-21T00:00:02.208377Z,S12,MHZ,00
1970-01-20T00:00:00.510000Z,1970-01-21T00:00:02.170377Z,S12,MH1,00
1970-01-20T00:00:00.529000Z,1970-01-21T00:00:02.189377Z,S12,MH2,00
1970-01-21T00:00:00.378000Z,1970-01-22T00:00:02.038377Z,S12,MHZ,00
1970-01-21T00:00:00.340000Z,1970-01-22T00:00:02.000377Z,S12,MH1,00
1970-01-21T00:00:00.359000Z,1970-01-22T00:00:02.019377Z,S12,MH2,00
1970-01-22T00:00:00.508000Z,1970-01-23T00:00:01.564604Z,S12,MHZ,00
1970-01-22T00:00:00.470000Z,1970-01-23T00:00:01.526604Z,S12,MH1,00
1970-01-22T00:00:00.489000Z,1970-01-23T00:00:01.545604Z,S12,MH2,00
1970-01-23T00:00:00.250000Z,1970-01-24T00:00:01.910377Z,S12,MHZ,00
1970-01-23T00:00:00.212000Z,1970-01-24T00:00:01.872377Z,S12,MH1,00
1970-01-23T00:00:00.231000Z,1970-01-24T00:00:01.891377Z,S12,MH2,00
1970-01-24T00:00:00.674000Z,1970-01-25T00:00:11.390981Z,S12,MHZ,00
1970-01-24T00:00:00.636000Z,1970-01-25T00:00:11.352981Z,S12,MH1,00
1970-01-24T00:00:00.655000Z,1970-01-25T00:00:11.371981Z,S12,MH2,00
1970-01-25T00:00:00.525000Z,1970-01-26T00:00:01.581604Z,S12,MHZ,00
1970-01-25T00:00:00.487000Z,1970-01-26T00:00:01.543604Z,S12,MH1,00
1970-01-25T00:00:00.506000Z,1970-01-26T00:00:01.562604Z,S12,MH2,00
1970-01-26T00:00:00.374000Z,1970-01-27T00:00:01.430604Z,S12,MHZ,00
1970-01-26T00:00:00.336000Z,1970-01-27T00:00:01.392604Z,S12,MH1,00
1970-01-26T00:00:00.355000Z,1970-01-27T00:00:01.411604Z,S12,MH2,00
1970-01-27T00:00:00.254000Z,1970-01-28T00:00:01.914377Z,S12,MHZ,00
1970-01-27T00:00:00.216000Z,1970-01-28T00:00:01.876377Z,S12,MH1,00
1970-01-27T00:00:00.235000Z,1970-01-28T00:00:01.895377Z,S12,MH2,00
1970-01-28T00:00:00.576000Z,1970-01-29T00:00:02.236377Z,S12,MHZ,00
1970-01-28T00:00:00.538000Z,1970-01-29T00:00:02.198377Z,S12,MH1,00
1970-01-28T00:00:00.557000Z,1970-01-29T00:00:02.217377Z,S12,MH2,00
1970-01-29T00:00:00.493000Z,1970-01-30T00:00:02.757151Z,S12,MHZ,00
1970-01-29T00:00:00.455000Z,1970-01-30T00:00:02.719151Z,S12,MH1,00
1970-01-29T00:00:00.474000Z,1970-01-30T00:00:02.738151Z,S12,MH2,00
1970-01-30T00:00:00.388000Z,1970-01-31T00:00:03.255925Z,S12,MHZ,00
1970-01-30T00:00:00.350000Z,1970-01-31T00:00:03.217925Z,S12,MH1,00
1970-01-30T00:00:00.369000Z,1970-01-31T00:00:03.236925Z,S12,MH2,00
1970-01-31T00:00:00.296000Z,1970-02-01T00:00:03.767698Z,S12,MHZ,00
